,Student_Number,AI_Condition,Group,Outcome,Score,Task,avg_z
4935,8917388e20196b3b,Vincent,A,Time_Spent,0.3333333333333333,P5,1.0231104604066676
4936,8b9bdb0a143ba05b,GPT 01,C,Time_Spent,0.4,P5,-1.3255734499284935
4937,97fba5cb44daf59a,Vincent,A,Time_Spent,0.4533333333333333,P5,-0.38425950538497466
4938,8873cf8f31074e16,Vincent,A,Time_Spent,0.6,P5,-0.9837209209887687
4939,430c3b797887e240,Vincent,A,Time_Spent,0.4666666666666667,P5,-2.8487053035426655
4940,33801e2d42ffddfc,Vincent,A,Time_Spent,0.5,P5,0.06348153638714865
4941,7dd7e803832f1b53,No AI,B,Time_Spent,0.84,P5,0.01801264525420855
4942,8e8ec402ff41e278,Vincent,A,Time_Spent,0.36666666666666664,P5,0.3903489769316162
4943,29041031c3d5738c,GPT 01,C,Time_Spent,1.0,P5,-1.045915938990173
4944,1f60b1ad89313d0d,No AI,B,Time_Spent,0.6666666666666666,P5,1.5617083263503426
4945,421124a6a4ec2792,No AI,B,Time_Spent,0.5,P5,-1.5243664344746277
4946,26f3d54698dd2636,No AI,B,Time_Spent,1.0,P5,-0.7023915042822525
4947,f3e93859c85d9caf,Vincent,A,Time_Spent,0.22666666666666666,P5,-0.8739473423848654
4948,7fb6a95e77f2886e,Vincent,A,Time_Spent,0.5333333333333333,P5,-0.0339653719593811
4949,069503ef9c782673,No AI,B,Time_Spent,0.9333333333333333,P5,0.8353794706610411
4950,4145e4dd01e45431,Vincent,A,Time_Spent,0.94,P5,0.23740195546632428
4951,a6a04fd22939f38a,No AI,B,Time_Spent,0.4,P5,-1.4313535627061498
4952,237698639e9c4d30,Vincent,A,Time_Spent,0.43333333333333335,P5,0.5864694412582967
4953,2da3540d563c6034,Vincent,A,Time_Spent,0.18666666666666668,P5,0.7825899055849773
4954,f9afd8e31ee8a875,Vincent,A,Time_Spent,0.2733333333333333,P5,-0.44963299349386815
4955,e08dd06e4e008462,GPT 01,C,Time_Spent,0.36666666666666664,P5,-0.06592159027513134
4956,5e4dc1276a5cbfd1,GPT 01,C,Time_Spent,0.18666666666666668,P5,-0.07676942226744521
4957,de22252a67fcc399,GPT 01,C,Time_Spent,0.5,P5,1.3567831555726477
4958,c93c749489f4cc74,Vincent,A,Time_Spent,0.8333333333333334,P5,0.7061163948523312
4959,63f3737ed386432b,No AI,B,Time_Spent,0.8,P5,1.3776574848643337
4960,22357cb4b713c556,Vincent,A,Time_Spent,0.1,P5,-0.2535125291671876
4961,632e8584adc40b35,GPT 01,C,Time_Spent,0.5666666666666667,P5,0.18797710426817896
4962,b066caa360c869a0,Vincent,A,Time_Spent,0.7333333333333333,P5,-0.3287593922662124
4963,eb817297c2e6d83a,GPT 01,C,Time_Spent,0.5533333333333333,P5,1.0337343166650717
4964,17a215d736ecc60d,No AI,B,Time_Spent,0.6133333333333333,P5,1.0167971094124544
4965,69d5d27764fbbaac,No AI,B,Time_Spent,0.28,P5,0.8347211699773922
4966,3088c17c41bb79cf,Vincent,A,Time_Spent,0.28,P5,-1.0046943186026525
4967,8c09cd568a2f07d6,No AI,B,Time_Spent,0.4866666666666667,P5,-1.164164359706397
4968,8944194b2121b319,No AI,B,Time_Spent,0.8333333333333334,P5,-0.3487724363505114
4969,75bfae39ea7d8d5b,No AI,B,Time_Spent,0.36,P5,0.6533035312259791
4970,17ca821110ac1fa2,GPT 01,C,Time_Spent,0.58,P5,0.24967175643109654
4971,422317341c3e815e,No AI,B,Time_Spent,1.0,P5,-0.5229487675817861
4972,e74d00befb08510a,No AI,B,Time_Spent,1.0,P5,-0.3428477301976709
4973,d64f01781e54567f,No AI,B,Time_Spent,0.9666666666666667,P5,0.38216452412433277
4974,0fa325208d547822,No AI,B,Time_Spent,0.2,P5,0.6519869298586811
4975,d1082f98da60718d,No AI,B,Time_Spent,0.23333333333333334,P5,-0.7056830077004972
4976,f91d96f422d5707e,Vincent,A,Time_Spent,0.43333333333333335,P5,-0.35095943751371733
4977,05c223da1342eb22,No AI,B,Time_Spent,0.6666666666666666,P5,0.3801896220733859
4978,15947270bb099c07,Vincent,A,Time_Spent,0.21333333333333335,P5,0.7825899055849773
4979,eb0657499c70202f,Vincent,A,Time_Spent,0.5066666666666667,P5,0.4988959079018984
4980,0534f6d47f4a21f6,GPT 01,C,Time_Spent,0.82,P5,0.8811938561532605
4981,11d471df43205dfb,GPT 01,C,Time_Spent,0.48,P5,-0.5523587216868323
4982,e0a9f0ffff131843,GPT 01,C,Time_Spent,0.4266666666666667,P5,1.1933948630685225
4983,b0eea11d8aa104e7,GPT 01,C,Time_Spent,0.8266666666666667,P5,-0.6140533738497499
4984,d8bb952342c588bb,No AI,B,Time_Spent,0.4,P5,-0.44988990807976836
4985,bf1a26353df9965e,No AI,B,Time_Spent,0.46,P5,-0.25378466253108667
4986,09c545b24ffb476e,Vincent,A,Time_Spent,0.58,P5,0.7505164853473411
4987,a40efe211e46e49a,Vincent,A,Time_Spent,0.2866666666666667,P5,0.06348153638714865
4988,7384d11c263ac7d9,Vincent,A,Time_Spent,0.4533333333333333,P5,0.25960200071382916
4989,9e2e00fa7c285ff5,GPT 01,C,Time_Spent,0.06666666666666667,P5,-0.8899831386873962
4990,eab55a7284651fe8,GPT 01,C,Time_Spent,0.1,P5,0.5364493532610568
4991,fc7f934bbaf5bcc5,GPT 01,C,Time_Spent,0.3,P5,-0.14219182053103688
4992,eb6be2f6ae0e29b1,GPT 01,C,Time_Spent,0.26666666666666666,P5,-0.12761624243804898
4993,98bd1346a5fce77b,No AI,B,Time_Spent,0.58,P5,0.6546201325932769
4994,c1f9916910cd4128,GPT 01,C,Total_Score,30.0,P5,-0.13134398853872298
4995,7316aefcd59a0b74,Vincent,A,Total_Score,21.0,P5,-0.6013533673255389
4996,1167a8417b14a001,Vincent,A,Total_Score,27.0,P5,0.9133368818027643
4997,5eb1b92aee244e2a,Vincent,A,Total_Score,21.0,P5,0.18435513761480438
4998,065a189f3e847a38,Vincent,A,Total_Score,21.0,P5,0.3903489769316162
4999,865d47f31de717c9,GPT 01,C,Total_Score,22.0,P5,-0.18591855481000075
5000,1777a66aff697497,GPT 01,C,Total_Score,26.0,P5,-0.1821908087093267
5001,6ec4e59da50d8f3a,No AI,B,Total_Score,16.0,P5,-0.25312636184743775
5002,4fdc1cc6f372410e,Vincent,A,Total_Score,21.0,P5,0.3570489090603589
5003,ddbc5bb6018f9e0f,GPT 01,C,Total_Score,18.0,P5,-0.7374426781755852
5004,1bcba07e11b7af99,No AI,B,Total_Score,15.0,P5,0.6579116360115216
5005,4c56c0d8e61ed412,GPT 01,C,Total_Score,24.0,P5,1.1571236209909068
5006,3d53c1b0295b9a26,Vincent,A,Total_Score,21.0,P5,-0.06726543983063839
5007,544af5e3f23bd87a,No AI,B,Total_Score,23.0,P5,0.8347211699773922
5008,ad4e0a23d55a9bc2,GPT 01,C,Total_Score,16.0,P5,-0.24015771477157025
5009,9109b13b11fd7782,Vincent,A,Total_Score,18.0,P5,0.18312848998118322
5010,6a370e860ed24357,GPT 01,C,Total_Score,27.0,P5,0.9611918325098401
5011,13b6a1020ad46272,No AI,B,Total_Score,7.0,P5,-1.9769230803276874
5012,7c4f2cdf9a7ba025,No AI,B,Total_Score,7.0,P5,-1.7038091711750942
5013,c55ed9175b0738c2,No AI,B,Total_Score,26.0,P5,1.538462810665638
5014,e0586dd6ba414274,Vincent,A,Total_Score,25.0,P5,0.06348153638714865
5015,7e107a9c0ebdc482,GPT 01,C,Total_Score,30.0,P5,1.6398330063019337
5016,2bfdab79d93e7bce,No AI,B,Total_Score,11.0,P5,-0.7960626767343792
5017,889b30f2a988ff0a,No AI,B,Total_Score,15.0,P5,0.02064584798880434
5018,efbfc0f029c0ac5f,GPT 01,C,Total_Score,23.0,P5,-0.11304066434506099
5019,1532b47abfa256d4,No AI,B,Total_Score,14.0,P5,-0.7069996090677951
5020,824bb66524753233,GPT 01,C,Total_Score,15.0,P5,-1.4198115980683528
5021,f89651d646f1ab95,Vincent,A,Total_Score,25.0,P5,0.5210959531494033
5022,02a6298460b477ce,No AI,B,Total_Score,20.0,P5,0.47254419315821483
5023,3b79cd5d4dc9545c,GPT 01,C,Total_Score,24.0,P5,-0.26558112485687213
5024,81703482b559611e,No AI,B,Total_Score,20.0,P5,0.017354344570559593
5025,8b3794f02b5e4db5,GPT 01,C,Total_Score,27.0,P5,-0.3272757770197897
5026,79d436c6314eda33,Vincent,A,Total_Score,7.0,P5,-0.35095943751371733
5027,9be12b158467797d,GPT 01,C,Total_Score,16.0,P5,-0.16761523061633873
5028,820ef4cb24626154,No AI,B,Total_Score,20.0,P5,0.5635821628757459
5029,b342e13cf1dcabea,GPT 01,C,Total_Score,25.0,P5,-0.4181215853686832
5030,bfd51df7115d0bee,No AI,B,Total_Score,15.0,P5,0.4758356965764596
5031,8fd8eb1d02d74b73,Vincent,A,Total_Score,19.0,P5,0.16215509236729947
5032,60f4a10cf0e76952,Vincent,A,Total_Score,26.0,P5,0.8923634841888806
5033,f7b9fdfc04c988ab,Vincent,A,Total_Score,23.0,P5,-0.8529739447709817
5034,446f96dc3003002c,Vincent,A,Total_Score,21.0,P5,0.8479633936938707
5035,d2aff30970fe0d4c,GPT 01,C,Total_Score,19.0,P5,-0.38557808939174154
5036,7f1b0f735e644984,No AI,B,Total_Score,22.0,P5,1.0174554100961033
5037,742df284c8614f30,GPT 01,C,Total_Score,24.0,P5,-1.1404894934397407
5038,9ee9f3b5b5934e01,No AI,B,Total_Score,11.0,P5,-1.2512525253220346
5039,af90ee0cf16ffd33,GPT 01,C,Total_Score,25.0,P5,-0.3018523669344879
5040,ce5032424903d61d,No AI,B,Total_Score,17.0,P5,-0.43586060196614884
5041,1d27419a27bc132a,No AI,B,Total_Score,14.0,P5,-0.25180976048013987
5042,68c3cbbda9ab9909,No AI,B,Total_Score,12.0,P5,-0.250493159112842
5043,475d59d3b81d4bac,Vincent,A,Total_Score,16.0,P5,-0.524879856592893
5044,dd5b4506ccb8edff,No AI,B,Total_Score,17.0,P5,0.29244315577409963
5045,2cd520fd07667404,No AI,B,Total_Score,25.0,P5,0.8334045686100943
5046,e5515ac0c0f126c6,Vincent,A,Total_Score,17.0,P5,-0.2300858362860616
5047,7eb33ecb29043786,No AI,B,Total_Score,23.0,P5,0.7436832002598611
5048,7d228f6d656337bb,No AI,B,Total_Score,18.0,P5,0.3828228248079817
5049,cdb181d570ee13d8,Vincent,A,Total_Score,25.0,P5,0.24972862572369792
5050,e58dc153e9c0e8e4,GPT 01,C,Total_Score,25.0,P5,-0.7520182562685731
5051,f719e16be770c0b8,Vincent,A,Total_Score,8.0,P5,0.04250813877326487
5052,43f61b7cd08cc6c4,GPT 01,C,Total_Score,28.0,P5,1.1679714529832208
5053,078cae7e345937f3,Vincent,A,Total_Score,18.0,P5,0.5432959983969081
5054,8a1109561512c218,GPT 01,C,Total_Score,25.0,P5,-0.4289694173609971
5055,f418aa093c4203e9,Vincent,A,Total_Score,19.0,P5,-0.8517472971373605
5056,2657ee4bf9f4af9e,No AI,B,Total_Score,24.0,P5,0.6519869298586811
5057,aa1baebc4a1d7593,GPT 01,C,Total_Score,25.0,P5,0.4384834590205234
5058,191cebe1180b87c5,No AI,B,Total_Score,13.0,P5,-1.2525691266893324
5059,66f7ab8e6000f22a,Vincent,A,Total_Score,25.0,P5,-0.6124533899492913
5060,61cf76867144f7f2,GPT 01,C,Total_Score,27.0,P5,0.22424834634579466
5061,8a8a16cd60695e63,GPT 01,C,Total_Score,21.0,P5,0.8703460241609466
5062,8917388e20196b3b,Vincent,A,Total_Score,21.0,P5,1.0231104604066676
5063,8b9bdb0a143ba05b,GPT 01,C,Total_Score,21.0,P5,-1.3255734499284935
5064,97fba5cb44daf59a,Vincent,A,Total_Score,21.0,P5,-0.38425950538497466
5065,8873cf8f31074e16,Vincent,A,Total_Score,23.0,P5,-0.9837209209887687
5066,430c3b797887e240,Vincent,A,Total_Score,19.0,P5,-2.8487053035426655
5067,33801e2d42ffddfc,Vincent,A,Total_Score,15.0,P5,0.06348153638714865
5068,7dd7e803832f1b53,No AI,B,Total_Score,19.0,P5,0.01801264525420855
5069,8e8ec402ff41e278,Vincent,A,Total_Score,25.0,P5,0.3903489769316162
5070,29041031c3d5738c,GPT 01,C,Total_Score,17.0,P5,-1.045915938990173
5071,1f60b1ad89313d0d,No AI,B,Total_Score,25.0,P5,1.5617083263503426
5072,421124a6a4ec2792,No AI,B,Total_Score,11.0,P5,-1.5243664344746277
5073,26f3d54698dd2636,No AI,B,Total_Score,7.0,P5,-0.7023915042822525
5074,f3e93859c85d9caf,Vincent,A,Total_Score,2.0,P5,-0.8739473423848654
5075,7fb6a95e77f2886e,Vincent,A,Total_Score,19.0,P5,-0.0339653719593811
5076,069503ef9c782673,No AI,B,Total_Score,22.0,P5,0.8353794706610411
5077,4145e4dd01e45431,Vincent,A,Total_Score,24.0,P5,0.23740195546632428
5078,a6a04fd22939f38a,No AI,B,Total_Score,8.0,P5,-1.4313535627061498
5079,237698639e9c4d30,Vincent,A,Total_Score,3.0,P5,0.5864694412582967
5080,2da3540d563c6034,Vincent,A,Total_Score,12.0,P5,0.7825899055849773
5081,f9afd8e31ee8a875,Vincent,A,Total_Score,14.0,P5,-0.44963299349386815
5082,e08dd06e4e008462,GPT 01,C,Total_Score,11.0,P5,-0.06592159027513134
5083,5e4dc1276a5cbfd1,GPT 01,C,Total_Score,19.0,P5,-0.07676942226744521
5084,de22252a67fcc399,GPT 01,C,Total_Score,18.0,P5,1.3567831555726477
5085,c93c749489f4cc74,Vincent,A,Total_Score,25.0,P5,0.7061163948523312
5086,63f3737ed386432b,No AI,B,Total_Score,28.0,P5,1.3776574848643337
5087,22357cb4b713c556,Vincent,A,Total_Score,25.0,P5,-0.2535125291671876
5088,632e8584adc40b35,GPT 01,C,Total_Score,23.0,P5,0.18797710426817896
5089,b066caa360c869a0,Vincent,A,Total_Score,17.0,P5,-0.3287593922662124
5090,eb817297c2e6d83a,GPT 01,C,Total_Score,22.0,P5,1.0337343166650717
5091,17a215d736ecc60d,No AI,B,Total_Score,23.0,P5,1.0167971094124544
5092,69d5d27764fbbaac,No AI,B,Total_Score,23.0,P5,0.8347211699773922
5093,3088c17c41bb79cf,Vincent,A,Total_Score,24.0,P5,-1.0046943186026525
5094,8c09cd568a2f07d6,No AI,B,Total_Score,17.0,P5,-1.164164359706397
5095,8944194b2121b319,No AI,B,Total_Score,23.0,P5,-0.3487724363505114
5096,75bfae39ea7d8d5b,No AI,B,Total_Score,22.0,P5,0.6533035312259791
5097,17ca821110ac1fa2,GPT 01,C,Total_Score,26.0,P5,0.24967175643109654
5098,422317341c3e815e,No AI,B,Total_Score,11.0,P5,-0.5229487675817861
5099,e74d00befb08510a,No AI,B,Total_Score,14.0,P5,-0.3428477301976709
5100,d64f01781e54567f,No AI,B,Total_Score,19.0,P5,0.38216452412433277
5101,0fa325208d547822,No AI,B,Total_Score,24.0,P5,0.6519869298586811
5102,d1082f98da60718d,No AI,B,Total_Score,12.0,P5,-0.7056830077004972
5103,f91d96f422d5707e,Vincent,A,Total_Score,17.0,P5,-0.35095943751371733
5104,05c223da1342eb22,No AI,B,Total_Score,22.0,P5,0.3801896220733859
5105,15947270bb099c07,Vincent,A,Total_Score,22.0,P5,0.7825899055849773
5106,eb0657499c70202f,Vincent,A,Total_Score,20.0,P5,0.4988959079018984
5107,0534f6d47f4a21f6,GPT 01,C,Total_Score,20.0,P5,0.8811938561532605
5108,11d471df43205dfb,GPT 01,C,Total_Score,27.0,P5,-0.5523587216868323
5109,e0a9f0ffff131843,GPT 01,C,Total_Score,21.0,P5,1.1933948630685225
5110,b0eea11d8aa104e7,GPT 01,C,Total_Score,21.0,P5,-0.6140533738497499
5111,d8bb952342c588bb,No AI,B,Total_Score,15.0,P5,-0.44988990807976836
5112,bf1a26353df9965e,No AI,B,Total_Score,17.0,P5,-0.25378466253108667
5113,09c545b24ffb476e,Vincent,A,Total_Score,16.0,P5,0.7505164853473411
5114,a40efe211e46e49a,Vincent,A,Total_Score,26.0,P5,0.06348153638714865
5115,7384d11c263ac7d9,Vincent,A,Total_Score,28.0,P5,0.25960200071382916
5116,9e2e00fa7c285ff5,GPT 01,C,Total_Score,20.0,P5,-0.8899831386873962
5117,eab55a7284651fe8,GPT 01,C,Total_Score,22.0,P5,0.5364493532610568
5118,fc7f934bbaf5bcc5,GPT 01,C,Total_Score,19.0,P5,-0.14219182053103688
5119,eb6be2f6ae0e29b1,GPT 01,C,Total_Score,25.0,P5,-0.12761624243804898
5120,98bd1346a5fce77b,No AI,B,Total_Score,20.0,P5,0.6546201325932769
5121,c1f9916910cd4128,No AI,C,Accuracy,3.0,P6,-0.13134398853872298
5122,7316aefcd59a0b74,GPT 01,A,Accuracy,7.0,P6,-0.6013533673255389
5123,1167a8417b14a001,GPT 01,A,Accuracy,5.0,P6,0.9133368818027643
5124,5eb1b92aee244e2a,GPT 01,A,Accuracy,2.0,P6,0.18435513761480438
5125,065a189f3e847a38,GPT 01,A,Accuracy,5.0,P6,0.3903489769316162
5126,865d47f31de717c9,No AI,C,Accuracy,6.0,P6,-0.18591855481000075
5127,1777a66aff697497,No AI,C,Accuracy,4.0,P6,-0.1821908087093267
5128,6ec4e59da50d8f3a,Vincent,B,Accuracy,5.0,P6,-0.25312636184743775
5129,4fdc1cc6f372410e,GPT 01,A,Accuracy,6.0,P6,0.3570489090603589
5130,ddbc5bb6018f9e0f,No AI,C,Accuracy,1.0,P6,-0.7374426781755852
5131,1bcba07e11b7af99,Vincent,B,Accuracy,4.0,P6,0.6579116360115216
5132,4c56c0d8e61ed412,No AI,C,Accuracy,5.0,P6,1.1571236209909068
5133,3d53c1b0295b9a26,GPT 01,A,Accuracy,5.0,P6,-0.06726543983063839
5134,544af5e3f23bd87a,Vincent,B,Accuracy,7.0,P6,0.8347211699773922
5135,ad4e0a23d55a9bc2,No AI,C,Accuracy,1.0,P6,-0.24015771477157025
5136,9109b13b11fd7782,GPT 01,A,Accuracy,4.0,P6,0.18312848998118322
5137,6a370e860ed24357,No AI,C,Accuracy,4.0,P6,0.9611918325098401
5138,13b6a1020ad46272,Vincent,B,Accuracy,1.0,P6,-1.9769230803276874
5139,7c4f2cdf9a7ba025,Vincent,B,Accuracy,1.0,P6,-1.7038091711750942
5140,e0586dd6ba414274,GPT 01,A,Accuracy,3.0,P6,0.06348153638714865
5141,7e107a9c0ebdc482,No AI,C,Accuracy,7.0,P6,1.6398330063019337
5142,2bfdab79d93e7bce,Vincent,B,Accuracy,3.0,P6,-0.7960626767343792
5143,889b30f2a988ff0a,Vincent,B,Accuracy,7.0,P6,0.02064584798880434
5144,efbfc0f029c0ac5f,No AI,C,Accuracy,1.0,P6,-0.11304066434506099
5145,1532b47abfa256d4,Vincent,B,Accuracy,1.0,P6,-0.7069996090677951
5146,824bb66524753233,No AI,C,Accuracy,1.0,P6,-1.4198115980683528
5147,f89651d646f1ab95,GPT 01,A,Accuracy,3.0,P6,0.5210959531494033
5148,02a6298460b477ce,Vincent,B,Accuracy,1.0,P6,0.47254419315821483
5149,3b79cd5d4dc9545c,No AI,C,Accuracy,3.0,P6,-0.26558112485687213
5150,81703482b559611e,Vincent,B,Accuracy,1.0,P6,0.017354344570559593
5151,8b3794f02b5e4db5,No AI,C,Accuracy,2.0,P6,-0.3272757770197897
5152,79d436c6314eda33,GPT 01,A,Accuracy,1.0,P6,-0.35095943751371733
5153,9be12b158467797d,No AI,C,Accuracy,3.0,P6,-0.16761523061633873
5154,820ef4cb24626154,Vincent,B,Accuracy,4.0,P6,0.5635821628757459
5155,b342e13cf1dcabea,No AI,C,Accuracy,3.0,P6,-0.4181215853686832
5156,bfd51df7115d0bee,Vincent,B,Accuracy,4.0,P6,0.4758356965764596
5157,8fd8eb1d02d74b73,GPT 01,A,Accuracy,3.0,P6,0.16215509236729947
5158,60f4a10cf0e76952,GPT 01,A,Accuracy,1.0,P6,0.8923634841888806
5159,f7b9fdfc04c988ab,GPT 01,A,Accuracy,2.0,P6,-0.8529739447709817
5160,446f96dc3003002c,GPT 01,A,Accuracy,5.0,P6,0.8479633936938707
5161,d2aff30970fe0d4c,No AI,C,Accuracy,5.0,P6,-0.38557808939174154
5162,7f1b0f735e644984,Vincent,B,Accuracy,4.0,P6,1.0174554100961033
5163,742df284c8614f30,No AI,C,Accuracy,3.0,P6,-1.1404894934397407
5164,9ee9f3b5b5934e01,Vincent,B,Accuracy,2.0,P6,-1.2512525253220346
5165,af90ee0cf16ffd33,No AI,C,Accuracy,1.0,P6,-0.3018523669344879
5166,ce5032424903d61d,Vincent,B,Accuracy,2.0,P6,-0.43586060196614884
5167,1d27419a27bc132a,Vincent,B,Accuracy,3.0,P6,-0.25180976048013987
5168,68c3cbbda9ab9909,Vincent,B,Accuracy,1.0,P6,-0.250493159112842
5169,475d59d3b81d4bac,GPT 01,A,Accuracy,5.0,P6,-0.524879856592893
5170,dd5b4506ccb8edff,Vincent,B,Accuracy,4.0,P6,0.29244315577409963
5171,2cd520fd07667404,Vincent,B,Accuracy,2.0,P6,0.8334045686100943
5172,e5515ac0c0f126c6,GPT 01,A,Accuracy,2.0,P6,-0.2300858362860616
5173,7eb33ecb29043786,Vincent,B,Accuracy,2.0,P6,0.7436832002598611
5174,7d228f6d656337bb,Vincent,B,Accuracy,1.0,P6,0.3828228248079817
5175,cdb181d570ee13d8,GPT 01,A,Accuracy,2.0,P6,0.24972862572369792
5176,e58dc153e9c0e8e4,No AI,C,Accuracy,2.0,P6,-0.7520182562685731
5177,f719e16be770c0b8,GPT 01,A,Accuracy,3.0,P6,0.04250813877326487
5178,43f61b7cd08cc6c4,No AI,C,Accuracy,7.0,P6,1.1679714529832208
5179,078cae7e345937f3,GPT 01,A,Accuracy,2.0,P6,0.5432959983969081
5180,8a1109561512c218,No AI,C,Accuracy,3.0,P6,-0.4289694173609971
5181,f418aa093c4203e9,GPT 01,A,Accuracy,2.0,P6,-0.8517472971373605
5182,2657ee4bf9f4af9e,Vincent,B,Accuracy,2.0,P6,0.6519869298586811
5183,aa1baebc4a1d7593,No AI,C,Accuracy,1.0,P6,0.4384834590205234
5184,191cebe1180b87c5,Vincent,B,Accuracy,2.0,P6,-1.2525691266893324
5185,66f7ab8e6000f22a,GPT 01,A,Accuracy,5.0,P6,-0.6124533899492913
5186,61cf76867144f7f2,No AI,C,Accuracy,6.0,P6,0.22424834634579466
5187,8a8a16cd60695e63,No AI,C,Accuracy,5.0,P6,0.8703460241609466
5188,8917388e20196b3b,GPT 01,A,Accuracy,3.0,P6,1.0231104604066676
5189,8b9bdb0a143ba05b,No AI,C,Accuracy,2.0,P6,-1.3255734499284935
5190,97fba5cb44daf59a,GPT 01,A,Accuracy,6.0,P6,-0.38425950538497466
5191,8873cf8f31074e16,GPT 01,A,Accuracy,4.0,P6,-0.9837209209887687
5192,430c3b797887e240,GPT 01,A,Accuracy,4.0,P6,-2.8487053035426655
5193,33801e2d42ffddfc,GPT 01,A,Accuracy,1.0,P6,0.06348153638714865
5194,7dd7e803832f1b53,Vincent,B,Accuracy,3.0,P6,0.01801264525420855
5195,8e8ec402ff41e278,GPT 01,A,Accuracy,5.0,P6,0.3903489769316162
5196,29041031c3d5738c,No AI,C,Accuracy,1.0,P6,-1.045915938990173
5197,1f60b1ad89313d0d,Vincent,B,Accuracy,2.0,P6,1.5617083263503426
5198,421124a6a4ec2792,Vincent,B,Accuracy,2.0,P6,-1.5243664344746277
5199,26f3d54698dd2636,Vincent,B,Accuracy,2.0,P6,-0.7023915042822525
5200,f3e93859c85d9caf,GPT 01,A,Accuracy,4.0,P6,-0.8739473423848654
5201,7fb6a95e77f2886e,GPT 01,A,Accuracy,4.0,P6,-0.0339653719593811
5202,069503ef9c782673,Vincent,B,Accuracy,5.0,P6,0.8353794706610411
5203,4145e4dd01e45431,GPT 01,A,Accuracy,5.0,P6,0.23740195546632428
5204,a6a04fd22939f38a,Vincent,B,Accuracy,1.0,P6,-1.4313535627061498
5205,237698639e9c4d30,GPT 01,A,Accuracy,4.0,P6,0.5864694412582967
5206,2da3540d563c6034,GPT 01,A,Accuracy,5.0,P6,0.7825899055849773
5207,f9afd8e31ee8a875,GPT 01,A,Accuracy,4.0,P6,-0.44963299349386815
5208,e08dd06e4e008462,No AI,C,Accuracy,2.0,P6,-0.06592159027513134
5209,5e4dc1276a5cbfd1,No AI,C,Accuracy,3.0,P6,-0.07676942226744521
5210,de22252a67fcc399,No AI,C,Accuracy,5.0,P6,1.3567831555726477
5211,c93c749489f4cc74,GPT 01,A,Accuracy,2.0,P6,0.7061163948523312
5212,63f3737ed386432b,Vincent,B,Accuracy,2.0,P6,1.3776574848643337
5213,22357cb4b713c556,GPT 01,A,Accuracy,2.0,P6,-0.2535125291671876
5214,632e8584adc40b35,No AI,C,Accuracy,5.0,P6,0.18797710426817896
5215,b066caa360c869a0,GPT 01,A,Accuracy,3.0,P6,-0.3287593922662124
5216,eb817297c2e6d83a,No AI,C,Accuracy,5.0,P6,1.0337343166650717
5217,17a215d736ecc60d,Vincent,B,Accuracy,6.0,P6,1.0167971094124544
5218,69d5d27764fbbaac,Vincent,B,Accuracy,2.0,P6,0.8347211699773922
5219,3088c17c41bb79cf,GPT 01,A,Accuracy,3.0,P6,-1.0046943186026525
5220,8c09cd568a2f07d6,Vincent,B,Accuracy,1.0,P6,-1.164164359706397
5221,8944194b2121b319,Vincent,B,Accuracy,2.0,P6,-0.3487724363505114
5222,75bfae39ea7d8d5b,Vincent,B,Accuracy,1.0,P6,0.6533035312259791
5223,17ca821110ac1fa2,No AI,C,Accuracy,5.0,P6,0.24967175643109654
5224,422317341c3e815e,Vincent,B,Accuracy,1.0,P6,-0.5229487675817861
5225,e74d00befb08510a,Vincent,B,Accuracy,3.0,P6,-0.3428477301976709
5226,d64f01781e54567f,Vincent,B,Accuracy,4.0,P6,0.38216452412433277
5227,0fa325208d547822,Vincent,B,Accuracy,2.0,P6,0.6519869298586811
5228,d1082f98da60718d,Vincent,B,Accuracy,1.0,P6,-0.7056830077004972
5229,f91d96f422d5707e,GPT 01,A,Accuracy,5.0,P6,-0.35095943751371733
5230,05c223da1342eb22,Vincent,B,Accuracy,6.0,P6,0.3801896220733859
5231,15947270bb099c07,GPT 01,A,Accuracy,5.0,P6,0.7825899055849773
5232,eb0657499c70202f,GPT 01,A,Accuracy,7.0,P6,0.4988959079018984
5233,0534f6d47f4a21f6,No AI,C,Accuracy,7.0,P6,0.8811938561532605
5234,11d471df43205dfb,No AI,C,Accuracy,2.0,P6,-0.5523587216868323
5235,e0a9f0ffff131843,No AI,C,Accuracy,6.0,P6,1.1933948630685225
5236,b0eea11d8aa104e7,No AI,C,Accuracy,2.0,P6,-0.6140533738497499
5237,d8bb952342c588bb,Vincent,B,Accuracy,4.0,P6,-0.44988990807976836
5238,bf1a26353df9965e,Vincent,B,Accuracy,2.0,P6,-0.25378466253108667
5239,09c545b24ffb476e,GPT 01,A,Accuracy,3.0,P6,0.7505164853473411
5240,a40efe211e46e49a,GPT 01,A,Accuracy,4.0,P6,0.06348153638714865
5241,7384d11c263ac7d9,GPT 01,A,Accuracy,5.0,P6,0.25960200071382916
5242,9e2e00fa7c285ff5,No AI,C,Accuracy,2.0,P6,-0.8899831386873962
5243,eab55a7284651fe8,No AI,C,Accuracy,4.0,P6,0.5364493532610568
5244,fc7f934bbaf5bcc5,No AI,C,Accuracy,4.0,P6,-0.14219182053103688
5245,eb6be2f6ae0e29b1,No AI,C,Accuracy,2.0,P6,-0.12761624243804898
5246,98bd1346a5fce77b,Vincent,B,Accuracy,2.0,P6,0.6546201325932769
